,day_of_year,results
21293,205,28.5
21552,99,17.166666666666668
20574,217,28.944444444444443
22745,196,27.61111111111111
20553,196,28.05555555555556
21793,340,14.5
22636,87,16.88888888888889
19323,61,14.5
19095,199,27.33333333333333
22666,117,19.61111111111111
21934,116,18.111111111111107
21664,211,27.5
21056,333,17.88888888888889
19428,166,24.5
21762,309,22.88888888888889
20417,60,13.61111111111111
19206,310,19.111111111111114
20108,116,20.38888888888889
19914,287,26.72222222222221
20504,147,22.722222222222225
20003,11,14.77777777777778
20532,175,25.88888888888889
22579,30,12.77777777777778
22141,323,20.222222222222225
19866,239,27.666666666666668
22686,137,21.72222222222221
23101,187,26.05555555555556
19535,273,22.11111111111111
22118,300,24.77777777777777
21076,353,15.61111111111111
19295,33,11.833333333333332
23078,164,24.388888888888893
23144,230,27.61111111111111
19050,154,22.666666666666668
20422,65,15.055555555555555
19686,59,14.88888888888889
22538,354,14.5
21360,272,27.722222222222225
19340,78,14.77777777777778
19870,243,28.05555555555556
20410,53,15.333333333333334
23005,91,17.555555555555557
18689,158,23.944444444444443
20823,100,19.05555555555556
21375,287,26.05555555555556
20777,54,13.38888888888889
20798,75,17.555555555555557
21919,101,17.22222222222222
23085,171,25.55555555555556
20466,109,21.444444444444443
22632,83,21.944444444444443
19079,183,26.333333333333336
20145,153,23.444444444444443
21354,266,25.777777777777786
19178,282,24.22222222222221
22139,321,24.0
21651,198,26.22222222222222
20454,97,21.611111111111114
22440,256,27.5
19243,347,16.11111111111111
22720,171,25.55555555555556
18550,19,12.555555555555555
21065,342,18.55555555555556
19385,123,18.22222222222222
20748,25,15.166666666666666
19512,250,25.666666666666668
18579,48,14.61111111111111
22025,207,26.83333333333333
20747,24,14.11111111111111
21098,10,8.444444444444446
21655,202,26.888888888888893
20298,306,22.944444444444443
22388,204,28.77777777777778
21790,337,16.5
20591,234,28.05555555555556
22014,196,28.38888888888889
20455,98,18.61111111111111
21143,55,18.33333333333333
21281,193,27.33333333333333
19811,184,26.22222222222222
19989,362,16.72222222222222
20039,47,14.833333333333334
19776,149,21.666666666666668
21330,242,27.22222222222222
20445,88,17.166666666666668
20047,55,14.944444444444445
20703,346,16.555555555555557
18660,129,17.72222222222222
22955,41,14.333333333333334
19820,193,25.777777777777786
21846,28,13.333333333333334
20044,52,12.833333333333334
19872,245,27.61111111111111
20743,20,14.27777777777778
22792,243,28.166666666666668
21550,97,18.05555555555556
22691,142,22.944444444444443
20873,150,23.111111111111107
20663,306,20.611111111111107
22427,243,29.33333333333333
20094,102,18.38888888888889
20950,227,28.666666666666668
22961,47,15.61111111111111
21870,52,14.444444444444445
21914,96,16.444444444444443
23109,195,27.16666666666667
20050,58,15.72222222222222
21646,193,26.55555555555556
22211,27,14.11111111111111
22937,23,13.777777777777777
22252,68,16.166666666666668
19796,169,24.61111111111111
21816,363,14.333333333333334
23164,250,29.0
20675,318,18.833333333333336
20328,336,16.166666666666668
20527,170,26.333333333333336
19089,193,26.333333333333336
20360,3,18.166666666666668
19619,357,14.11111111111111
21049,326,18.05555555555556
22692,143,22.61111111111111
19627,365,16.11111111111111
19228,332,18.88888888888889
21220,132,21.333333333333336
21265,177,26.0
21389,301,23.111111111111107
19909,282,25.666666666666668
19562,300,22.55555555555556
22157,339,17.0
19404,142,21.333333333333336
21290,202,27.722222222222225
22674,125,20.444444444444443
22522,338,19.944444444444446
22142,324,17.72222222222222
18671,140,22.83333333333333
21279,191,27.61111111111111
21513,60,15.72222222222222
18982,86,13.722222222222223
19077,181,26.22222222222222
22564,15,10.999999999999998
19532,270,26.77777777777778
19766,139,21.05555555555556
19177,281,24.61111111111111
20095,103,17.83333333333333
22770,221,27.722222222222225
21871,53,12.333333333333336
19659,32,13.0
18575,44,17.666666666666668
21269,181,26.666666666666668
22405,221,28.83333333333333
20946,223,28.000000000000004
22422,238,28.72222222222222
19005,109,17.77777777777778
21763,310,22.77777777777778
19249,353,17.055555555555557
19213,317,23.944444444444443
19270,8,16.166666666666668
20116,124,22.27777777777777
19636,9,12.22222222222222
19002,106,14.944444444444445
18765,234,27.88888888888889
22255,71,13.833333333333334
23088,174,26.166666666666664
20882,159,23.33333333333333
19022,126,19.5
19472,210,27.0
19250,354,15.77777777777778
19550,288,26.05555555555556
22482,298,22.27777777777777
21595,142,22.444444444444446
21719,266,25.944444444444443
20497,140,21.944444444444443
19555,293,22.27777777777777
19568,306,21.666666666666668
21924,106,18.33333333333333
19014,118,19.66666666666667
22779,230,27.83333333333333
21573,120,18.000000000000004
21193,105,25.666666666666668
22673,124,20.83333333333333
20897,174,24.83333333333333
23015,101,17.61111111111111
21476,23,13.88888888888889
23020,106,17.944444444444443
22207,23,15.166666666666666
22510,326,16.555555555555557
21469,16,15.333333333333334
22185,1,15.22222222222222
22627,78,19.27777777777778
20396,39,13.11111111111111
21909,91,18.22222222222222
19044,148,22.55555555555556
20645,288,23.77777777777778
21946,128,21.666666666666668
21401,313,24.0
20799,76,17.0
19558,296,20.166666666666668
22887,338,18.000000000000004
20597,240,28.5
22818,269,25.72222222222222
21993,175,24.388888888888893
20356,364,16.555555555555557
20576,219,27.944444444444443
20355,363,14.944444444444445
19938,311,22.11111111111111
19635,8,14.61111111111111
19736,109,19.27777777777778
21882,64,31.05555555555556
22291,107,18.000000000000004
19964,337,17.944444444444443
22043,225,27.61111111111111
21372,284,25.611111111111107
23029,115,19.27777777777778
22830,281,25.88888888888889
18609,78,16.333333333333332
20226,234,30.05555555555556
18994,98,16.5
18730,199,26.83333333333333
21134,46,14.61111111111111
19460,198,27.0
22289,105,18.61111111111111
21338,250,27.444444444444446
21696,243,27.88888888888889
21575,122,20.944444444444443
22144,326,19.66666666666667
19167,271,25.55555555555556
22777,228,27.33333333333333
21209,121,19.111111111111114
22821,272,29.05555555555556
22791,242,28.88888888888889
21796,343,16.0
18638,107,20.38888888888889
20951,228,28.5
20007,15,13.833333333333334
19805,178,25.500000000000004
19251,355,15.0
20543,186,27.88888888888889
21586,133,22.666666666666668
20496,139,23.55555555555556
22906,357,14.5
21472,19,13.444444444444446
19371,109,18.22222222222222
22004,186,26.444444444444443
20782,59,17.333333333333332
20132,140,23.5
21922,104,17.77777777777778
21642,189,27.11111111111111
19036,140,21.444444444444443
22712,163,24.88888888888889
20635,278,29.55555555555556
22081,263,26.83333333333333
22603,54,20.33333333333333
19045,149,22.38888888888889
21079,356,12.5
20115,123,21.944444444444443
21726,273,22.77777777777778
21566,113,18.944444444444443
23151,237,28.444444444444443
20406,49,13.777777777777777
21192,104,25.0
20571,214,29.27777777777778
19863,236,28.111111111111107
19647,20,13.27777777777778
19381,119,17.166666666666668
22502,318,18.77777777777778
22191,7,13.27777777777778
21911,93,20.0
22400,216,29.55555555555556
19331,69,13.0
21309,221,28.944444444444443
18992,96,17.22222222222222
21430,342,18.277777777777786
20784,61,17.83333333333333
21965,147,20.72222222222222
21347,259,27.11111111111111
21519,66,16.22222222222222
22449,265,28.444444444444443
23120,206,28.666666666666668
23143,229,27.61111111111111
20388,31,12.666666666666664
22428,244,29.05555555555556
20658,301,19.5
22609,60,17.944444444444443
20819,96,17.5
21938,120,20.166666666666668
19752,125,22.77777777777778
20900,177,24.66666666666667
23090,176,26.38888888888889
18633,102,15.333333333333334
21398,310,21.5
20861,138,21.27777777777778
20299,307,25.777777777777786
22512,328,20.55555555555556
19706,79,14.444444444444445
20719,362,13.499999999999998
20045,53,14.166666666666666
20501,144,20.944444444444443
21704,251,25.944444444444443
20996,273,25.222222222222225
20268,276,26.72222222222221
19244,348,15.333333333333334
20266,274,27.33333333333333
21724,271,25.0
19981,354,14.88888888888889
22020,202,27.88888888888889
20927,204,27.0
19951,324,21.77777777777778
22923,9,13.666666666666666
21716,263,25.72222222222222
22798,249,27.38888888888889
22386,202,29.72222222222222
22220,36,12.833333333333334
21939,121,19.27777777777778
18679,148,23.444444444444443
22680,131,21.38888888888889
22622,73,18.77777777777778
20891,168,24.83333333333333
20604,247,27.5
22936,22,12.444444444444445
23066,152,22.722222222222225
21734,281,24.444444444444443
19912,285,27.33333333333333
21085,362,19.27777777777778
21757,304,21.888888888888893
21030,307,21.0
19047,151,24.166666666666668
21746,293,23.166666666666668
21264,176,25.166666666666668
22556,7,16.88888888888889
19968,341,22.05555555555556
22237,53,14.000000000000002
22506,322,19.72222222222222
22874,325,20.500000000000004
20832,109,20.0
22001,183,26.11111111111111
18684,153,23.05555555555556
22158,340,17.055555555555557
20429,72,16.0
21416,328,21.55555555555556
22892,343,20.33333333333333
20457,100,17.77777777777778
20908,185,25.88888888888889
22707,158,25.83333333333333
20871,148,24.77777777777777
18587,56,13.944444444444445
21952,134,20.222222222222225
20495,138,24.0
19753,126,24.111111111111114
19833,206,27.11111111111111
21982,164,23.666666666666664
20097,105,20.33333333333333
22319,135,21.611111111111114
20128,136,21.72222222222221
21702,249,26.55555555555556
20483,126,20.27777777777778
18987,91,16.61111111111111
20067,75,17.0
20974,251,27.55555555555556
20619,262,26.77777777777778
21789,336,15.11111111111111
19658,31,13.944444444444445
22975,61,15.833333333333334
21833,15,15.5
19070,174,24.444444444444443
19289,27,12.611111111111112
21898,80,14.166666666666666
20932,209,27.38888888888889
20534,177,26.5
20760,37,13.22222222222222
21421,333,18.38888888888889
20847,124,19.0
19457,195,27.83333333333333
22241,57,16.22222222222222
18672,141,21.05555555555556
20698,341,17.166666666666668
19864,237,27.38888888888889
19795,168,24.77777777777777
22948,34,14.666666666666666
19321,59,13.333333333333334
20659,302,20.0
18623,92,15.444444444444445
19690,63,17.11111111111111
22989,75,13.944444444444445
22351,167,25.0
20446,89,15.27777777777778
18634,103,19.111111111111114
20684,327,16.88888888888889
21345,257,27.11111111111111
20702,345,14.77777777777778
22424,240,28.72222222222222
22597,48,13.722222222222223
19928,301,23.61111111111111
21176,88,15.27777777777778
20971,248,27.83333333333333
21077,354,14.72222222222222
18740,209,27.33333333333333
19969,342,21.05555555555556
19463,201,27.05555555555556
23003,89,18.166666666666668
18551,20,12.22222222222222
20109,117,20.500000000000004
18586,55,13.833333333333334
20677,320,20.611111111111107
21141,53,15.22222222222222
19854,227,29.22222222222222
21955,137,20.777777777777786
22129,311,23.33333333333333
22377,193,26.333333333333336
21163,75,17.166666666666668
20354,362,16.22222222222222
22943,29,14.444444444444445
21832,14,14.11111111111111
19490,228,27.27777777777777
21449,361,15.555555555555555
19893,266,26.38888888888889
20948,225,28.55555555555556
21009,286,26.611111111111114
22260,76,17.0
22717,168,24.55555555555556
20855,132,23.33333333333333
23030,116,19.33333333333333
21336,248,27.16666666666667
20386,29,11.277777777777777
21886,68,13.722222222222223
21459,6,17.72222222222222
20138,146,22.61111111111111
21814,361,13.555555555555555
23112,198,27.27777777777777
22804,255,28.000000000000004
19913,286,30.38888888888889
21106,18,13.055555555555555
22238,54,14.5
21768,315,20.05555555555556
18570,39,11.61111111111111
22525,341,17.944444444444443
21815,362,13.0
19842,215,28.000000000000004
21967,149,21.611111111111114
22675,126,22.666666666666668
19074,178,25.33333333333333
20344,352,16.555555555555557
21213,125,19.944444444444446
22509,325,18.22222222222222
21047,324,16.11111111111111
19028,132,21.5
21216,128,19.444444444444443
20494,137,21.72222222222221
22589,40,14.000000000000002
19503,241,25.777777777777786
21082,359,14.5
19744,117,18.666666666666664
22384,200,27.77777777777778
22286,102,31.38888888888889
21007,284,25.27777777777778
20479,122,19.05555555555556
21554,101,15.88888888888889
22085,267,25.666666666666668
19551,289,25.944444444444443
19217,321,21.77777777777778
21808,355,14.333333333333334
19740,113,18.166666666666668
20087,95,19.83333333333333
19465,203,27.16666666666667
20231,239,28.444444444444443
22274,90,24.77777777777777
21639,186,26.77777777777778
22862,313,20.0
22010,192,27.33333333333333
19774,147,22.77777777777778
22718,169,24.77777777777777
20009,17,13.944444444444445
21731,278,24.72222222222222
21310,222,28.166666666666668
19170,274,25.500000000000004
21736,283,25.0
21111,23,13.444444444444446
23092,178,27.11111111111111
21614,161,23.666666666666664
21170,82,18.666666666666664
22425,241,28.55555555555556
20931,208,26.888888888888893
21125,37,18.61111111111111
21166,78,17.77777777777778
21440,352,18.000000000000004
21383,295,22.77777777777778
19299,37,9.22222222222222
21495,42,13.166666666666668
18737,206,26.666666666666668
20500,143,21.611111111111114
22413,229,28.72222222222222
20332,340,17.055555555555557
23107,193,26.5
21245,157,22.77777777777778
19397,135,21.166666666666664
23038,124,21.666666666666668
21137,49,15.77777777777778
22966,52,16.88888888888889
18621,90,16.666666666666668
19383,121,19.66666666666667
19500,238,26.27777777777778
19816,189,25.666666666666668
21067,344,16.27777777777778
19563,301,23.166666666666668
20021,29,13.499999999999998
20711,354,16.333333333333332
21894,76,13.27777777777778
20336,344,17.27777777777778
22801,252,27.05555555555556
22283,99,18.666666666666664
18675,144,25.0
19525,263,25.611111111111107
20868,145,23.38888888888889
22369,185,26.444444444444443
20682,325,19.22222222222221
20993,270,26.22222222222222
21515,62,16.5
21983,165,23.5
18703,172,26.0
19148,252,26.72222222222221
21486,33,16.0
19152,256,25.83333333333333
23116,202,27.11111111111111
20086,94,16.944444444444443
21893,75,15.055555555555555
22774,225,28.000000000000004
19099,203,27.5
21248,160,27.33333333333333
21890,72,15.61111111111111
19479,217,27.16666666666667
18605,74,19.77777777777777
22299,115,18.55555555555556
22964,50,14.444444444444445
20052,60,15.666666666666666
21048,325,19.0
21210,122,18.833333333333336
20806,83,18.666666666666664
21837,19,13.944444444444445
21280,192,27.38888888888889
21572,119,17.22222222222222
20305,313,20.72222222222222
21042,319,21.5
19996,4,15.833333333333334
22122,304,23.111111111111107
20917,194,26.666666666666668
22968,54,16.055555555555557
20816,93,19.22222222222221
22366,182,25.72222222222222
21206,118,17.83333333333333
19369,107,15.5
22601,52,17.055555555555557
23036,122,21.166666666666664
22021,203,27.27777777777777
19846,219,29.33333333333333
20213,221,28.666666666666668
19370,108,15.666666666666666
20269,277,25.72222222222222
20853,130,20.33333333333333
21525,72,15.833333333333334
20669,312,19.388888888888893
22518,334,19.88888888888889
20620,263,27.5
21071,348,16.166666666666668
18710,179,27.55555555555556
19236,340,18.111111111111107
22899,350,14.944444444444445
19222,326,19.72222222222222
22006,188,26.666666666666668
22539,355,15.22222222222222
21090,2,16.0
21654,201,27.666666666666668
22240,56,15.61111111111111
19620,358,15.666666666666666
19939,312,22.11111111111111
20507,150,23.05555555555556
20133,141,23.05555555555556
19008,112,17.38888888888889
22438,254,27.27777777777777
19499,237,26.611111111111114
21058,335,17.11111111111111
20415,58,14.000000000000002
20149,157,25.611111111111107
22658,109,20.11111111111111
20416,59,13.666666666666666
19758,131,20.55555555555556
20911,188,25.611111111111107
21369,281,25.222222222222225
21747,294,24.444444444444443
22079,261,24.944444444444446
20661,304,21.611111111111114
22018,200,26.83333333333333
20279,287,25.166666666666668
19054,158,24.5
18716,185,27.0
21880,62,18.22222222222222
21842,24,12.833333333333334
21819,1,13.777777777777777
22689,140,22.55555555555556
20846,123,20.05555555555556
19579,317,19.0
23019,105,18.000000000000004
19277,15,15.166666666666666
19927,300,22.944444444444443
19541,279,23.944444444444443
21089,1,14.055555555555554
21649,196,26.333333333333336
19902,275,25.88888888888889
18742,211,27.05555555555556
22771,222,27.33333333333333
21366,278,23.61111111111111
18597,66,16.333333333333332
19606,344,17.77777777777778
22042,224,27.61111111111111
22641,92,18.277777777777786
23115,201,27.33333333333333
19899,272,26.27777777777778
22145,327,17.166666666666668
19792,165,26.666666666666668
21178,90,20.83333333333333
19076,180,26.22222222222222
22654,105,20.166666666666668
19618,356,12.388888888888888
20319,327,21.666666666666668
19107,211,27.83333333333333
21481,28,15.166666666666666
21103,15,13.722222222222223
21425,337,19.05555555555556
19632,5,13.444444444444446
22679,130,20.33333333333333
21738,285,22.666666666666668
22109,291,26.11111111111111
20118,126,22.722222222222225
21252,164,24.388888888888893
22672,123,21.0
18628,97,16.666666666666668
21707,254,27.05555555555556
21494,41,11.38888888888889
22088,270,26.444444444444443
22949,35,13.166666666666668
18661,130,18.77777777777778
21418,330,18.277777777777786
20937,214,27.61111111111111
20453,96,17.88888888888889
20803,80,18.33333333333333
23105,191,27.16666666666667
21721,268,24.77777777777777
22660,111,20.222222222222225
22543,359,14.166666666666666
19105,209,28.33333333333333
20606,249,27.444444444444446
21358,270,26.22222222222222
20934,211,27.55555555555556
20638,281,27.0
19760,133,20.33333333333333
19624,362,16.27777777777778
19476,214,26.666666666666668
18763,232,26.55555555555556
19112,216,27.27777777777777
22432,248,28.22222222222222
22135,317,22.5
19168,272,24.388888888888893
20154,162,24.77777777777777
21981,163,23.444444444444443
20171,179,26.0
20409,52,14.055555555555554
19910,283,27.83333333333333
21500,47,15.61111111111111
18704,173,26.27777777777778
20694,337,16.61111111111111
21512,59,12.611111111111112
19554,292,22.0
22209,25,14.61111111111111
21110,22,14.61111111111111
19708,81,14.333333333333334
18548,17,12.111111111111107
20844,121,22.88888888888889
20838,115,19.27777777777778
22789,240,28.72222222222222
19102,206,26.944444444444443
20214,222,29.27777777777778
22828,279,25.500000000000004
23006,92,17.444444444444443
21713,260,26.27777777777778
21859,41,16.0
22599,50,18.666666666666664
20666,309,20.27777777777778
22192,8,13.27777777777778
22206,22,10.555555555555555
20753,30,14.333333333333334
22583,34,16.88888888888889
20442,85,16.666666666666668
22365,181,25.27777777777778
19280,18,12.055555555555555
21583,130,25.72222222222222
21308,220,29.11111111111111
20272,280,25.83333333333333
20486,129,19.77777777777777
20721,364,17.61111111111111
19290,28,12.944444444444445
19097,201,27.22222222222222
19287,25,13.777777777777777
22016,198,27.88888888888889
18613,82,17.72222222222222
20548,191,28.5
23025,111,18.111111111111107
19090,194,27.05555555555556
20901,178,25.0
21303,215,28.38888888888889
21548,95,26.72222222222221
21737,284,23.666666666666664
19292,30,12.388888888888888
19432,170,26.22222222222222
22181,363,13.777777777777777
19388,126,18.666666666666664
23018,104,18.55555555555556
22514,330,19.33333333333333
19156,260,26.444444444444443
21498,45,14.61111111111111
23062,148,22.5
22663,114,19.5
20010,18,15.055555555555555
19856,229,28.77777777777778
21638,185,27.38888888888889
21612,159,23.833333333333336
21604,151,22.88888888888889
22026,208,26.83333333333333
22616,67,18.38888888888889
21151,63,15.944444444444445
19725,98,17.444444444444443
19937,310,23.944444444444443
19106,210,27.666666666666668
22781,232,28.88888888888889
21849,31,14.944444444444445
20393,36,15.27777777777778
20297,305,21.55555555555556
21404,316,21.05555555555556
22827,278,25.38888888888889
20676,319,19.22222222222221
18990,94,17.0
19509,247,25.72222222222222
20879,156,24.111111111111114
21936,118,23.5
20836,113,23.38888888888889
22477,293,22.22222222222222
18646,115,17.944444444444443
20634,277,26.27777777777778
20412,55,14.22222222222222
19718,91,14.61111111111111
21135,47,14.833333333333334
22068,250,27.22222222222222
19418,156,23.666666666666664
21175,87,15.22222222222222
18588,57,14.22222222222222
20248,256,26.83333333333333
19171,275,24.5
19823,196,25.777777777777786
18687,156,23.000000000000004
21941,123,21.944444444444443
19782,155,22.77777777777778
18592,61,15.27777777777778
20895,172,25.88888888888889
19522,260,25.0
18567,36,13.666666666666666
22575,26,15.333333333333334
20468,111,19.5
19826,199,26.666666666666668
19093,197,26.72222222222221
19890,263,26.666666666666668
23132,218,27.88888888888889
22587,38,18.05555555555556
19262,366,14.444444444444445
19976,349,17.333333333333332
21643,190,26.611111111111114
22276,92,17.444444444444443
18997,101,16.22222222222222
20403,46,14.555555555555555
20482,125,22.666666666666668
20786,63,15.944444444444445
20334,342,18.666666666666664
21827,9,12.5
22301,117,18.833333333333336
21943,125,19.83333333333333
21368,280,24.55555555555556
19071,175,24.72222222222222
21453,365,15.11111111111111
22697,148,24.111111111111114
19929,302,22.11111111111111
19630,3,12.444444444444445
19232,336,19.111111111111114
19318,56,12.27777777777778
22957,43,15.61111111111111
21935,117,22.05555555555556
22171,353,10.61111111111111
21333,245,27.61111111111111
19965,338,17.77777777777778
21510,57,11.222222222222223
22457,273,26.11111111111111
18744,213,27.444444444444446
22173,355,16.77777777777778
19830,203,27.22222222222222
18607,76,16.5
22387,203,28.22222222222222
20105,113,18.38888888888889
19797,170,24.55555555555556
22716,167,25.222222222222225
18979,83,13.944444444444445
20413,56,13.555555555555555
23014,100,16.88888888888889
20313,321,20.83333333333333
20737,14,13.88888888888889
18718,187,27.05555555555556
21905,87,18.77777777777778
20833,110,19.27777777777778
21574,121,19.0
21705,252,25.72222222222222
20874,151,23.38888888888889
21847,29,15.444444444444445
20440,83,13.555555555555555
21915,97,16.0
19841,214,27.83333333333333
21866,48,13.944444444444445
22702,153,25.72222222222222
22361,177,25.666666666666668
20599,242,28.166666666666668
21276,188,27.22222222222222
20473,116,19.0
18564,33,13.499999999999998
22644,95,16.88888888888889
19891,264,26.77777777777778
22258,74,15.0
19181,285,25.55555555555556
22659,110,21.83333333333333
19202,306,19.388888888888893
22825,276,25.72222222222222
23150,236,28.5
21018,295,22.77777777777778
20499,142,21.944444444444443
21164,76,17.72222222222222
20627,270,26.55555555555556
21658,205,26.944444444444443
20764,41,13.666666666666666
22733,184,27.38888888888889
21438,350,15.166666666666666
18975,79,16.38888888888889
20522,165,26.38888888888889
19137,241,27.0
20850,127,20.777777777777786
20802,79,19.444444444444443
22459,275,26.444444444444443
23142,228,27.5
21960,142,20.500000000000004
21553,100,16.22222222222222
19186,290,21.444444444444443
20008,16,14.5
22822,273,27.05555555555556
22254,70,14.72222222222222
21183,95,23.944444444444443
19209,313,18.666666666666664
22009,191,27.0
21679,226,28.000000000000004
22901,352,15.333333333333334
22681,132,22.27777777777777
20492,135,21.22222222222222
21825,7,13.666666666666666
22333,149,24.05555555555556
20605,248,27.61111111111111
21780,327,22.5
21667,214,27.944444444444443
20651,294,23.55555555555556
19349,87,14.555555555555555
20215,223,28.77777777777778
21328,240,27.722222222222225
19108,212,27.16666666666667
22248,64,14.38888888888889
21836,18,13.499999999999998
22744,195,27.61111111111111
20940,217,27.88888888888889
22155,337,16.166666666666668
21889,71,15.22222222222222
22224,40,10.77777777777778
21876,58,15.27777777777778
21584,131,22.55555555555556
21171,83,20.83333333333333
19998,6,16.72222222222222
20594,237,27.83333333333333
20311,319,20.11111111111111
22714,165,24.944444444444446
22747,198,27.11111111111111
20915,192,26.333333333333336
20547,190,28.77777777777778
19278,16,11.77777777777778
18642,111,16.61111111111111
20449,92,18.666666666666664
19248,352,16.27777777777778
20431,74,15.61111111111111
20813,90,28.55555555555556
22376,192,26.55555555555556
20863,140,21.666666666666668
20910,187,25.444444444444443
23146,232,27.666666666666668
20537,180,26.666666666666668
20425,68,13.27777777777778
22343,159,24.61111111111111
18610,79,16.11111111111111
21931,113,19.05555555555556
21167,79,17.444444444444443
20814,91,21.5
21865,47,12.666666666666664
21735,282,24.5
19048,152,23.05555555555556
22050,232,27.16666666666667
20100,108,20.222222222222225
19654,27,15.22222222222222
19436,174,25.777777777777786
21236,148,22.5
19204,308,19.77777777777777
19785,158,23.000000000000004
19098,202,27.5
22114,296,24.05555555555556
20660,303,20.55555555555556
23012,98,18.72222222222222
20137,145,24.55555555555556
20153,161,25.27777777777778
22618,69,15.11111111111111
20887,164,24.55555555555556
22492,308,19.83333333333333
23128,214,28.5
20340,348,17.11111111111111
19800,173,24.27777777777778
21591,138,22.444444444444446
22775,226,27.55555555555556
21966,148,21.77777777777778
18615,84,13.0
18611,80,17.333333333333332
19401,139,22.38888888888889
20252,260,26.77777777777778
19059,163,24.388888888888893
19664,37,18.166666666666668
20253,261,27.666666666666668
22416,232,28.33333333333333
23075,161,27.16666666666667
22696,147,24.77777777777777
21097,9,12.055555555555555
21226,138,21.55555555555556
19548,286,23.55555555555556
20323,331,16.166666666666668
22261,77,14.77777777777778
21433,345,18.33333333333333
19395,133,21.22222222222222
20739,16,15.055555555555555
20255,263,27.11111111111111
23060,146,22.05555555555556
19598,336,17.27777777777778
20621,264,27.77777777777778
21962,144,20.0
22443,259,27.55555555555556
22127,309,24.61111111111111
19584,322,20.05555555555556
19573,311,20.05555555555556
21788,335,18.277777777777786
20432,75,15.0
18745,214,27.33333333333333
21374,286,25.944444444444443
22746,197,26.944444444444443
18663,132,19.72222222222222
19175,279,23.61111111111111
23162,248,28.55555555555556
22630,81,18.111111111111107
21275,187,27.0
21378,290,22.83333333333333
21813,360,14.166666666666666
20427,70,14.22222222222222
19593,331,18.38888888888889
19184,288,22.33333333333333
22802,253,28.5
22393,209,28.666666666666668
22924,10,13.88888888888889
22420,236,29.27777777777778
20545,188,26.944444444444443
18635,104,17.444444444444443
22585,36,15.72222222222222
21692,239,27.55555555555556
19261,365,15.0
21878,60,24.0
19869,242,27.944444444444443
20639,282,26.333333333333336
20223,231,29.5
18697,166,25.166666666666668
22643,94,19.88888888888889
19650,23,12.833333333333334
21520,67,15.27777777777778
21247,159,29.944444444444443
22561,12,12.388888888888888
21273,185,27.16666666666667
20678,321,21.72222222222221
22098,280,24.33333333333333
21411,323,22.722222222222225
20559,202,28.000000000000004
21353,265,26.5
19131,235,26.38888888888889
19363,101,11.333333333333334
19434,172,25.944444444444443
19707,80,14.88888888888889
19501,239,25.611111111111107
21597,144,24.27777777777778
21157,69,22.444444444444446
20176,184,26.444444444444443
21070,347,17.72222222222222
22664,115,19.88888888888889
21755,302,21.38888888888889
21691,238,27.38888888888889
20209,217,29.0
19384,122,19.944444444444446
22977,63,15.555555555555555
22194,10,13.88888888888889
23121,207,28.444444444444443
20700,343,16.166666666666668
19511,249,26.888888888888893
22844,295,23.277777777777786
18583,52,13.944444444444445
21455,2,16.055555555555557
21397,309,21.83333333333333
21507,54,13.444444444444446
21682,229,28.000000000000004
22287,103,21.5
20168,176,26.22222222222222
19888,261,27.16666666666667
22914,365,11.38888888888889
21902,84,18.944444444444443
19801,174,25.38888888888889
21305,217,28.5
21132,44,15.5
20972,249,28.166666666666668
23016,102,17.38888888888889
22642,93,17.88888888888889
18643,112,17.5
18715,184,26.55555555555556
21371,283,24.88888888888889
19351,89,14.666666666666666
22629,80,21.72222222222221
22279,95,15.11111111111111
20524,167,26.22222222222222
20375,18,15.77777777777778
23097,183,26.166666666666664
20529,172,26.333333333333336
19954,327,20.0
20947,224,28.22222222222222
21386,298,24.27777777777778
19133,237,26.72222222222221
20083,91,17.444444444444443
20448,91,16.944444444444443
21958,140,22.5
21854,36,13.11111111111111
